GO_ID,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0106408,MF,diadenylate cyclase activity,1,0,1,1,""
GO:0106437,MF,"protein-glutamic acid ligase activity, initiating",5,0,1,1,""
GO:0110020,BP,regulation of actomyosin structure organization,93,0,1,1,""
GO:0120032,BP,regulation of plasma membrane bounded cell projection assembly,189,0,1,1,DCDC2
GO:0120055,BP,small intestinal transit,2,0,1,1,""
GO:0120056,BP,large intestinal transit,1,0,1,1,""
GO:0120057,BP,regulation of small intestinal transit,2,0,1,1,""
GO:0120058,BP,positive regulation of small intestinal transit,2,0,1,1,""
GO:0120060,BP,regulation of gastric emptying,1,0,1,1,""
GO:0120061,BP,negative regulation of gastric emptying,1,0,1,1,""
GO:0120068,BP,regulation of stomach fundus smooth muscle contraction,1,0,1,1,""
GO:0120069,BP,positive regulation of stomach fundus smooth muscle contraction,1,0,1,1,""
GO:0120093,BP,regulation of peptidyl-lysine crotonylation,1,0,1,1,""
GO:0120094,BP,negative regulation of peptidyl-lysine crotonylation,1,0,1,1,""
GO:0120170,MF,intraciliary transport particle B binding,5,0,1,1,""
GO:0120178,BP,steroid hormone biosynthetic process,44,0,1,1,""
GO:0120193,BP,tight junction organization,67,0,1,1,""
GO:0120263,BP,positive regulation of heterochromatin organization,2,0,1,1,""
GO:0140001,BP,morula formation,3,0,1,1,""
GO:0140021,BP,mitochondrial ADP transmembrane transport,3,0,1,1,""
GO:0140044,MF,histone H3K18ac reader activity,2,0,1,1,""
GO:0140052,BP,cellular response to oxidised low-density lipoprotein particle stimulus,13,0,1,1,""
GO:0140191,MF,histone H1-4S187 kinase activity,1,0,1,1,""
GO:0140231,BP,anterograde axonal transport of neurotransmitter receptor complex,1,0,1,1,""
GO:0140250,BP,regulation protein catabolic process at synapse,6,0,1,1,""
GO:0140322,MF,A1-type glycerophospholipase activity,40,0,1,1,""
GO:0140333,MF,glycerophospholipid flippase activity,11,0,1,1,""
GO:0140455,BP,cytoplasm protein quality control,4,0,1,1,""
GO:0140467,BP,integrated stress response signaling,53,0,1,1,""
GO:0140468,BP,HRI-mediated signaling,9,0,1,1,""
GO:0140487,MF,metal ion sequestering activity,7,0,1,1,""
GO:0140570,BP,extraction of mislocalized protein from mitochondrial outer membrane,1,0,1,1,""
GO:0140651,BP,futile creatine cycle,2,0,1,1,""
GO:0140674,MF,ATP-dependent histone chaperone activity,3,0,1,1,""
GO:0140678,MF,molecular function inhibitor activity,601,0,1,1,""
GO:0140852,MF,histone ubiquitin ligase activity,15,0,1,1,""
GO:0140897,MF,mechanoreceptor activity,1,0,1,1,""
GO:0140934,MF,histone deubiquitinase activity,8,0,1,1,""
GO:0140951,MF,histone H3K27 trimethyltransferase activity,3,0,1,1,""
GO:0140981,MF,medium-chain fatty acid omega-hydroxylase activity,1,0,1,1,""
GO:0140984,MF,histone H4K12 methyltransferase activity,1,0,1,1,""
GO:0141064,BP,zygotic genome activation,1,0,1,1,""
GO:0141069,MF,receptor ligand inhibitor activity,13,0,1,1,""
GO:0141207,MF,peptide lactyltransferase (ATP-dependent) activity,2,0,1,1,""
GO:0141208,MF,NAD-dependent protein lysine delactylase activity,2,0,1,1,""
GO:0150035,BP,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission",2,0,1,1,""
GO:0150065,BP,regulation of deacetylase activity,1,0,1,1,""
GO:0150094,BP,amyloid-beta clearance by cellular catabolic process,8,0,1,1,""
GO:0160089,MF,internal N(7)-methylguanine-containing RNA reader activity,1,0,1,1,""
GO:0160121,MF,bis(monoacylglycero)phosphate synthase activity,1,0,1,1,""
GO:0160296,MF,cap-dependent translation initiation factor activity,1,0,1,1,""
GO:0160297,MF,IRES-mediated translation initiation factor activity,1,0,1,1,""
GO:0170011,MF,stalled ribosome sensor activity,4,0,1,1,""
GO:0170034,BP,L-amino acid biosynthetic process,41,0,1,1,""
GO:0180003,MF,S-adenosyl-L-methionine:S-adenosyl-L-homocysteine antiporter activity,1,0,1,1,""
GO:1900036,BP,positive regulation of cellular response to heat,1,0,1,1,""
GO:1900139,BP,negative regulation of arachidonate secretion,1,0,1,1,""
GO:1900193,BP,regulation of oocyte maturation,4,0,1,1,""
GO:1900426,BP,positive regulation of defense response to bacterium,12,0,1,1,""
GO:1900756,BP,protein processing in phagocytic vesicle,2,0,1,1,""
GO:1901017,BP,negative regulation of potassium ion transmembrane transporter activity,6,0,1,1,""
GO:1901029,BP,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,9,0,1,1,""
GO:1901098,BP,positive regulation of autophagosome maturation,7,0,1,1,""
GO:1901161,BP,primary amino compound catabolic process,1,0,1,1,""
GO:1901624,BP,negative regulation of lymphocyte chemotaxis,4,0,1,1,""
GO:1901662,BP,quinone catabolic process,1,0,1,1,""
GO:1901899,BP,positive regulation of relaxation of cardiac muscle,2,0,1,1,""
GO:1901962,BP,S-adenosyl-L-methionine transmembrane transport,1,0,1,1,""
GO:1901977,BP,negative regulation of cell cycle checkpoint,7,0,1,1,""
GO:1902045,BP,negative regulation of Fas signaling pathway,4,0,1,1,""
GO:1902080,BP,regulation of calcium ion import into sarcoplasmic reticulum,4,0,1,1,""
GO:1902081,BP,negative regulation of calcium ion import into sarcoplasmic reticulum,3,0,1,1,""
GO:1902093,BP,positive regulation of flagellated sperm motility,14,0,1,1,""
GO:1902098,MF,calcitriol binding,1,0,1,1,""
GO:1902121,MF,lithocholic acid binding,1,0,1,1,""
GO:1902203,BP,negative regulation of hepatocyte growth factor receptor signaling pathway,1,0,1,1,""
GO:1902231,BP,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,4,0,1,1,""
GO:1902260,BP,negative regulation of delayed rectifier potassium channel activity,6,0,1,1,""
GO:1902473,BP,regulation of protein localization to synapse,25,0,1,1,""
GO:1902766,BP,skeletal muscle satellite cell migration,2,0,1,1,""
GO:1902767,BP,isoprenoid biosynthetic process via mevalonate,9,0,1,1,""
GO:1902888,BP,protein localization to astral microtubule,1,0,1,1,""
GO:1903003,BP,positive regulation of protein deubiquitination,6,0,1,1,""
GO:1903078,BP,positive regulation of protein localization to plasma membrane,61,0,1,1,""
GO:1903084,BP,protein localization to condensed nuclear chromosome,1,0,1,1,""
GO:1903276,BP,regulation of sodium ion export across plasma membrane,10,0,1,1,""
GO:1903278,BP,positive regulation of sodium ion export across plasma membrane,10,0,1,1,""
GO:1903350,BP,response to dopamine,47,0,1,1,""
GO:1903351,BP,cellular response to dopamine,47,0,1,1,""
GO:1903394,BP,protein localization to kinetochore involved in kinetochore assembly,1,0,1,1,""
GO:1903421,BP,regulation of synaptic vesicle recycling,24,0,1,1,""
GO:1903429,BP,regulation of cell maturation,15,0,1,1,""
GO:1903433,BP,regulation of constitutive secretory pathway,2,0,1,1,""
GO:1903494,BP,response to dehydroepiandrosterone,3,0,1,1,""
GO:1903518,BP,positive regulation of single strand break repair,1,0,1,1,""
GO:1903544,BP,response to butyrate,3,0,1,1,""
GO:1903546,BP,protein localization to photoreceptor outer segment,3,0,1,1,""
GO:1903706,BP,regulation of hemopoiesis,365,0,1,1,""
GO:1903722,BP,regulation of centriole elongation,9,0,1,1,""
GO:1903817,BP,negative regulation of voltage-gated potassium channel activity,6,0,1,1,""
GO:1903847,BP,regulation of aorta morphogenesis,2,0,1,1,""
GO:1903861,BP,positive regulation of dendrite extension,22,0,1,1,""
GO:1903921,BP,regulation of protein processing in phagocytic vesicle,2,0,1,1,""
GO:1903923,BP,positive regulation of protein processing in phagocytic vesicle,2,0,1,1,""
GO:1904091,MF,non-ribosomal peptide synthetase activity,1,0,1,1,""
GO:1904094,BP,positive regulation of autophagic cell death,1,0,1,1,""
GO:1904200,BP,iodide transmembrane transport,2,0,1,1,""
GO:1904315,MF,transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,46,0,1,1,""
GO:1904358,BP,positive regulation of telomere maintenance via telomere lengthening,25,0,1,1,""
GO:1904387,BP,cellular response to L-phenylalanine derivative,2,0,1,1,""
GO:1904401,BP,cellular response to Thyroid stimulating hormone,2,0,1,1,""
GO:1904408,MF,melatonin binding,1,0,1,1,""
GO:1904426,BP,positive regulation of GTP binding,1,0,1,1,""
GO:1904707,BP,positive regulation of vascular associated smooth muscle cell proliferation,48,0,1,1,""
GO:1904776,BP,regulation of protein localization to cell cortex,8,0,1,1,""
GO:1904799,BP,regulation of neuron remodeling,1,0,1,1,""
GO:1904800,BP,negative regulation of neuron remodeling,1,0,1,1,""
GO:1904823,BP,purine nucleobase transmembrane transport,8,0,1,1,""
GO:1904976,BP,cellular response to bleomycin,1,0,1,1,""
GO:1905036,BP,positive regulation of antifungal innate immune response,3,0,1,1,""
GO:1905048,BP,regulation of metallopeptidase activity,2,0,1,1,""
GO:1905049,BP,negative regulation of metallopeptidase activity,1,0,1,1,""
GO:1905333,BP,regulation of gastric motility,3,0,1,1,""
GO:1905456,BP,regulation of lymphoid progenitor cell differentiation,10,0,1,1,""
GO:1905518,BP,regulation of presynaptic active zone assembly,1,0,1,1,""
GO:1905520,BP,positive regulation of presynaptic active zone assembly,1,0,1,1,""
GO:1905581,BP,positive regulation of low-density lipoprotein particle clearance,4,0,1,1,""
GO:1905591,BP,regulation of optical nerve axon regeneration,1,0,1,1,""
GO:1905592,BP,negative regulation of optical nerve axon regeneration,1,0,1,1,""
GO:1905594,MF,resveratrol binding,1,0,1,1,""
GO:1905602,BP,positive regulation of receptor-mediated endocytosis involved in cholesterol transport,2,0,1,1,""
GO:1905603,BP,regulation of blood-brain barrier permeability,9,0,1,1,""
GO:1905686,BP,positive regulation of plasma membrane repair,3,0,1,1,""
GO:1905871,BP,regulation of protein localization to cell leading edge,3,0,1,1,""
GO:1905933,BP,regulation of cell fate determination,1,0,1,1,""
GO:1905935,BP,positive regulation of cell fate determination,1,0,1,1,""
GO:1990032,CC,parallel fiber,1,0,1,1,""
GO:1990074,BP,polyuridylation-dependent mRNA catabolic process,4,0,1,1,""
GO:1990349,BP,gap junction-mediated intercellular transport,6,0,1,1,""
GO:1990442,BP,intrinsic apoptotic signaling pathway in response to nitrosative stress,3,0,1,1,""
GO:1990542,BP,mitochondrial transmembrane transport,24,0,1,1,""
GO:1990543,BP,mitochondrial S-adenosyl-L-methionine transmembrane transport,1,0,1,1,""
GO:1990559,BP,mitochondrial coenzyme A transmembrane transport,2,0,1,1,""
GO:1990706,CC,MAD1 complex,1,0,1,1,""
GO:1990927,BP,calcium ion regulated lysosome exocytosis,3,0,1,1,""
GO:2000045,BP,regulation of G1/S transition of mitotic cell cycle,166,0,1,1,""
GO:2000108,BP,positive regulation of leukocyte apoptotic process,24,0,1,1,""
GO:2000155,BP,positive regulation of cilium-dependent cell motility,14,0,1,1,""
GO:2000173,BP,negative regulation of branching morphogenesis of a nerve,1,0,1,1,""
GO:2000174,BP,regulation of pro-T cell differentiation,1,0,1,1,""
GO:2000176,BP,positive regulation of pro-T cell differentiation,1,0,1,1,""
GO:2000344,BP,positive regulation of acrosome reaction,10,0,1,1,""
GO:2000404,BP,regulation of T cell migration,42,0,1,1,""
GO:2000434,BP,regulation of protein neddylation,17,0,1,1,""
GO:2000494,BP,positive regulation of interleukin-18-mediated signaling pathway,3,0,1,1,""
GO:2000565,BP,"negative regulation of CD8-positive, alpha-beta T cell proliferation",2,0,1,1,""
GO:2000586,BP,regulation of platelet-derived growth factor receptor-beta signaling pathway,6,0,1,1,""
GO:2000724,BP,positive regulation of cardiac vascular smooth muscle cell differentiation,3,0,1,1,""
GO:2000864,BP,regulation of estradiol secretion,2,0,1,1,""
GO:2000866,BP,positive regulation of estradiol secretion,2,0,1,1,""
GO:2001017,BP,regulation of retrograde axon cargo transport,2,0,1,1,""
GO:2001019,BP,positive regulation of retrograde axon cargo transport,2,0,1,1,""
GO:2001033,BP,negative regulation of double-strand break repair via nonhomologous end joining,8,0,1,1,""
GO:2001049,BP,regulation of tendon cell differentiation,2,0,1,1,""
GO:2001051,BP,positive regulation of tendon cell differentiation,2,0,1,1,""
GO:2001112,BP,regulation of cellular response to hepatocyte growth factor stimulus,1,0,1,1,""
GO:2001113,BP,negative regulation of cellular response to hepatocyte growth factor stimulus,1,0,1,1,""
GO:2001186,BP,"negative regulation of CD8-positive, alpha-beta T cell activation",8,0,1,1,""
GO:2001287,BP,negative regulation of caveolin-mediated endocytosis,2,0,1,1,""
GO:0000014,MF,single-stranded DNA endodeoxyribonuclease activity,10,0,1,1,""
GO:0000023,BP,maltose metabolic process,2,0,1,1,""
GO:0000025,BP,maltose catabolic process,1,0,1,1,""
GO:0000048,MF,peptidyltransferase activity,2,0,1,1,""
GO:0000049,MF,tRNA binding,75,0,1,1,""
GO:0000050,BP,urea cycle,10,0,1,1,""
GO:0000052,BP,citrulline metabolic process,5,0,1,1,""
GO:0000070,BP,mitotic sister chromatid segregation,195,0,1,1,""
GO:0000103,BP,sulfate assimilation,2,0,1,1,""
GO:0000120,CC,RNA polymerase I transcription regulator complex,6,0,1,1,""
GO:0000138,CC,Golgi trans cisterna,8,0,1,1,""
GO:0000154,BP,rRNA modification,38,0,1,1,""
GO:0000175,MF,3'-5'-RNA exonuclease activity,36,0,1,1,""
GO:0000225,MF,N-acetylglucosaminylphosphatidylinositol deacetylase activity,1,0,1,1,""
GO:0000235,CC,astral microtubule,10,0,1,1,""
GO:0000248,MF,C-5 sterol desaturase activity,2,0,1,1,""
GO:0000280,BP,nuclear division,408,0,1,1,""
GO:0000292,BP,RNA fragment catabolic process,1,0,1,1,""
GO:0000301,BP,"retrograde transport, vesicle recycling within Golgi",9,0,1,1,""
GO:0000304,BP,response to singlet oxygen,1,0,1,1,""
GO:0000315,CC,organellar large ribosomal subunit,52,0,1,1,""
GO:0000332,MF,template for synthesis of G-rich strand of telomere DNA activity,1,0,1,1,""
GO:0000333,CC,telomerase catalytic core complex,2,0,1,1,""
GO:0000404,MF,heteroduplex DNA loop binding,1,0,1,1,""
GO:0000425,BP,pexophagy,15,0,1,1,""
GO:0000438,CC,core TFIIH complex portion of holo TFIIH complex,2,0,1,1,""
GO:0000439,CC,transcription factor TFIIH core complex,9,0,1,1,""
GO:0000454,BP,snoRNA guided rRNA pseudouridine synthesis,3,0,1,1,""
GO:0000460,BP,maturation of 5.8S rRNA,40,0,1,1,""
GO:0000497,MF,DNA template activity,1,0,1,1,""
GO:0000502,CC,proteasome complex,65,0,1,1,""
GO:0000510,MF,H3-H4 histone complex chaperone activity,1,0,1,1,""
GO:0000711,BP,meiotic DNA repair synthesis,2,0,1,1,""
GO:0000729,BP,DNA double-strand break processing,19,0,1,1,""
GO:0000768,BP,syncytium formation by plasma membrane fusion,83,0,1,1,""
GO:0000773,MF,phosphatidyl-N-methylethanolamine N-methyltransferase activity,1,0,1,1,""
GO:0000774,MF,adenyl-nucleotide exchange factor activity,15,0,1,1,""
GO:0000775,CC,"chromosome, centromeric region",242,0,1,1,""
GO:0000782,CC,telomere cap complex,13,0,1,1,""
GO:0000783,CC,nuclear telomere cap complex,13,0,1,1,""
GO:0000791,CC,euchromatin,57,0,1,1,""
GO:0000793,CC,condensed chromosome,273,0,1,1,""
GO:0000795,CC,synaptonemal complex,37,0,1,1,""
GO:0000808,CC,origin recognition complex,8,0,1,1,""
GO:0000810,MF,diacylglycerol diphosphate phosphatase activity,3,0,1,1,""
GO:0000819,BP,sister chromatid segregation,236,0,1,1,""
GO:0000825,MF,"inositol-1,3,4,5-tetrakisphosphate 6-kinase activity",2,0,1,1,ITPK1
GO:0000831,MF,inositol hexakisphosphate 6-kinase activity,1,0,1,1,""
GO:0000839,CC,Hrd1p ubiquitin ligase ERAD-L complex,2,0,1,1,""
GO:0000900,MF,mRNA regulatory element binding translation repressor activity,21,0,1,1,""
GO:0000910,BP,cytokinesis,183,0,1,1,""
GO:0000912,BP,assembly of actomyosin apparatus involved in cytokinesis,9,0,1,1,""
GO:0000915,BP,actomyosin contractile ring assembly,9,0,1,1,""
GO:0000931,CC,gamma-tubulin ring complex,10,0,1,1,""
GO:0000939,CC,inner kinetochore,3,0,1,1,""
GO:0000962,BP,positive regulation of mitochondrial RNA catabolic process,3,0,1,1,""
GO:0000964,BP,mitochondrial RNA 5'-end processing,3,0,1,1,""
GO:0000992,MF,RNA polymerase III cis-regulatory region sequence-specific DNA binding,7,0,1,1,""
GO:0000994,MF,RNA polymerase III core binding,1,0,1,1,""
GO:0001002,MF,RNA polymerase III type 1 promoter sequence-specific DNA binding,3,0,1,1,""
GO:0001165,MF,RNA polymerase I cis-regulatory region sequence-specific DNA binding,1,0,1,1,""
GO:0001188,BP,RNA polymerase I preinitiation complex assembly,9,0,1,1,""
GO:0001223,MF,transcription coactivator binding,48,0,1,1,""
GO:0001508,BP,action potential,155,0,1,1,""
GO:0001516,BP,prostaglandin biosynthetic process,30,0,1,1,""
GO:0001534,CC,radial spoke,16,0,1,1,""
GO:0001543,BP,ovarian follicle rupture,1,0,1,1,""
GO:0001552,BP,ovarian follicle atresia,1,0,1,1,""
GO:0001561,BP,fatty acid alpha-oxidation,7,0,1,1,""
GO:0001567,MF,cholesterol 25-hydroxylase activity,1,0,1,1,""
GO:0001574,BP,ganglioside biosynthetic process,16,0,1,1,""
GO:0001601,MF,peptide YY receptor activity,3,0,1,1,""
GO:0001635,MF,calcitonin gene-related peptide receptor activity,4,0,1,1,""
GO:0001637,MF,G protein-coupled chemoattractant receptor activity,29,0,1,1,""
GO:0001654,BP,eye development,252,0,1,1,""
GO:0001656,BP,metanephros development,67,0,1,1,""
GO:0001662,BP,behavioral fear response,16,0,1,1,""
GO:0001691,MF,pseudophosphatase activity,2,0,1,1,""
GO:0001694,BP,histamine biosynthetic process,2,0,1,1,""
GO:0001706,BP,endoderm formation,50,0,1,1,""
GO:0001712,BP,ectodermal cell fate commitment,1,0,1,1,""
GO:0001715,BP,ectodermal cell fate specification,1,0,1,1,""
GO:0001717,BP,conversion of seryl-tRNAsec to selenocys-tRNAsec,1,0,1,1,""
GO:0001759,BP,organ induction,9,0,1,1,""
GO:0001772,CC,immunological synapse,47,0,1,1,""
GO:0001781,BP,neutrophil apoptotic process,6,0,1,1,""
GO:0001837,BP,epithelial to mesenchymal transition,172,0,1,1,""
GO:0001846,MF,opsonin binding,17,0,1,1,""
GO:0001847,MF,opsonin receptor activity,5,0,1,1,""
GO:0001848,MF,complement binding,21,0,1,1,""
GO:0001849,MF,complement component C1q complex binding,8,0,1,1,""
GO:0001866,BP,NK T cell proliferation,10,0,1,1,""
GO:0001868,BP,"regulation of complement activation, lectin pathway",2,0,1,1,""
GO:0001869,BP,"negative regulation of complement activation, lectin pathway",2,0,1,1,""
GO:0001875,MF,lipopolysaccharide immune receptor activity,9,0,1,1,""
GO:0001878,BP,response to yeast,10,0,1,1,""
GO:0001880,BP,Mullerian duct regression,3,0,1,1,""
GO:0001883,MF,purine nucleoside binding,2,0,1,1,""
GO:0001888,MF,glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity,2,0,1,1,""
GO:0001905,BP,activation of membrane attack complex,7,0,1,1,""
GO:0001914,BP,regulation of T cell mediated cytotoxicity,40,0,1,1,""
GO:0001919,BP,regulation of receptor recycling,23,0,1,1,""
GO:0001940,CC,male pronucleus,7,0,1,1,""
GO:0001941,BP,postsynaptic membrane organization,34,0,1,1,""
GO:0001951,BP,intestinal D-glucose absorption,5,0,1,1,""
GO:0001952,BP,regulation of cell-matrix adhesion,116,0,1,1,""
GO:0001959,BP,regulation of cytokine-mediated signaling pathway,173,0,1,1,""
GO:0001963,BP,"synaptic transmission, dopaminergic",22,0,1,1,""
GO:0001971,BP,negative regulation of activation of membrane attack complex,3,0,1,1,""
GO:0001973,BP,G protein-coupled adenosine receptor signaling pathway,10,0,1,1,""
GO:0001979,BP,regulation of systemic arterial blood pressure by chemoreceptor signaling,1,0,1,1,""
GO:0001990,BP,regulation of systemic arterial blood pressure by hormone,37,0,1,1,""
GO:0001991,BP,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,18,0,1,1,""
GO:0002007,BP,detection of hypoxic conditions in blood by chemoreceptor signaling,1,0,1,1,""
GO:0002011,BP,morphogenesis of an epithelial sheet,49,0,1,1,""
GO:0002017,BP,regulation of blood volume by renal aldosterone,2,0,1,1,""
GO:0002018,BP,renin-angiotensin regulation of aldosterone production,2,0,1,1,""
GO:0002019,BP,regulation of renal output by angiotensin,3,0,1,1,""
GO:0002020,MF,protease binding,136,0,1,1,""
GO:0002028,BP,regulation of sodium ion transport,61,0,1,1,""
GO:0002029,BP,desensitization of G protein-coupled receptor signaling pathway,15,0,1,1,""
GO:0002035,BP,brain renin-angiotensin system,1,0,1,1,""
GO:0002058,MF,uracil binding,1,0,1,1,""
GO:0002061,MF,pyrimidine nucleobase binding,1,0,1,1,""
GO:0002076,BP,osteoblast development,7,0,1,1,""
GO:0002079,CC,inner acrosomal membrane,6,0,1,1,""
GO:0002096,CC,polkadots,2,0,1,1,""
GO:0002097,BP,tRNA wobble base modification,29,0,1,1,""
GO:0002114,MF,interleukin-33 receptor activity,2,0,1,1,""
GO:0002115,BP,store-operated calcium entry,20,0,1,1,""
GO:0002118,BP,aggressive behavior,5,0,1,1,""
GO:0002128,BP,tRNA nucleoside ribose methylation,2,0,1,1,""
GO:0002159,BP,desmosome assembly,8,0,1,1,""
GO:0002176,BP,male germ cell proliferation,2,0,1,1,""
GO:0002178,CC,palmitoyltransferase complex,10,0,1,1,""
GO:0002189,CC,ribose phosphate diphosphokinase complex,1,0,1,1,""
GO:0002254,BP,kinin cascade,3,0,1,1,""
GO:0002263,BP,cell activation involved in immune response,261,0,1,1,""
GO:0002280,BP,monocyte activation involved in immune response,1,0,1,1,""
GO:0002282,BP,microglial cell activation involved in immune response,8,0,1,1,""
GO:0002287,BP,alpha-beta T cell activation involved in immune response,80,0,1,1,""
GO:0002314,BP,germinal center B cell differentiation,7,0,1,1,""
GO:0002327,BP,immature B cell differentiation,13,0,1,1,""
GO:0002347,BP,response to tumor cell,49,0,1,1,""
GO:0002349,BP,histamine production involved in inflammatory response,6,0,1,1,""
GO:0002353,BP,plasma kallikrein-kinin cascade,3,0,1,1,""
GO:0002355,BP,detection of tumor cell,1,0,1,1,""
GO:0002370,BP,natural killer cell cytokine production,9,0,1,1,""
GO:0002404,BP,antigen sampling in mucosal-associated lymphoid tissue,1,0,1,1,""
GO:0002406,BP,antigen sampling by M cells in mucosal-associated lymphoid tissue,1,0,1,1,""
GO:0002412,BP,antigen transcytosis by M cells in mucosal-associated lymphoid tissue,1,0,1,1,""
GO:0002415,BP,immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor,2,0,1,1,""
GO:0002419,BP,T cell mediated cytotoxicity directed against tumor cell target,2,0,1,1,""
GO:0002423,BP,natural killer cell mediated immune response to tumor cell,11,0,1,1,""
GO:0002441,BP,histamine secretion involved in inflammatory response,6,0,1,1,""
GO:0002505,BP,antigen processing and presentation of polysaccharide antigen via MHC class II,1,0,1,1,""
GO:0002522,BP,leukocyte migration involved in immune response,2,0,1,1,""
GO:0002542,BP,Factor XII activation,3,0,1,1,""
GO:0002553,BP,histamine secretion by mast cell,6,0,1,1,""
GO:0002562,BP,somatic diversification of immune receptors via germline recombination within a single locus,50,0,1,1,""
GO:0002573,BP,myeloid leukocyte differentiation,194,0,1,1,""
GO:0002575,BP,basophil chemotaxis,1,0,1,1,""
GO:0002582,BP,positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,2,0,1,1,""
GO:0002583,BP,regulation of antigen processing and presentation of peptide antigen,6,0,1,1,""
GO:0002585,BP,positive regulation of antigen processing and presentation of peptide antigen,2,0,1,1,""
GO:0002588,BP,positive regulation of antigen processing and presentation of peptide antigen via MHC class II,2,0,1,1,""
GO:0002645,BP,positive regulation of tolerance induction,7,0,1,1,""
GO:0002661,BP,regulation of B cell tolerance induction,2,0,1,1,""
GO:0002663,BP,positive regulation of B cell tolerance induction,2,0,1,1,""
GO:0002676,BP,regulation of chronic inflammatory response,2,0,1,1,""
GO:0002701,BP,negative regulation of production of molecular mediator of immune response,30,0,1,1,""
GO:0002705,BP,positive regulation of leukocyte mediated immunity,123,0,1,1,""
GO:0002709,BP,regulation of T cell mediated immunity,93,0,1,1,""
GO:0002714,BP,positive regulation of B cell mediated immunity,23,0,1,1,""
GO:0002717,BP,positive regulation of natural killer cell mediated immunity,30,0,1,1,""
GO:0002727,BP,regulation of natural killer cell cytokine production,9,0,1,1,""
GO:0002728,BP,negative regulation of natural killer cell cytokine production,1,0,1,1,""
GO:0002729,BP,positive regulation of natural killer cell cytokine production,8,0,1,1,""
GO:0002747,BP,antigen processing and presentation following phagocytosis,1,0,1,1,""
GO:0002753,BP,cytoplasmic pattern recognition receptor signaling pathway,175,0,1,1,""
GO:0002784,BP,regulation of antimicrobial peptide production,5,0,1,1,""
GO:0002820,BP,negative regulation of adaptive immune response,61,0,1,1,""
GO:0002821,BP,positive regulation of adaptive immune response,103,0,1,1,""
GO:0002852,BP,regulation of T cell mediated cytotoxicity directed against tumor cell target,2,0,1,1,""
GO:0002854,BP,positive regulation of T cell mediated cytotoxicity directed against tumor cell target,2,0,1,1,""
GO:0002857,BP,positive regulation of natural killer cell mediated immune response to tumor cell,7,0,1,1,""
GO:0002891,BP,positive regulation of immunoglobulin mediated immune response,23,0,1,1,""
GO:0002920,BP,regulation of humoral immune response,38,0,1,1,""
GO:0002951,MF,leukotriene-C(4) hydrolase activity,2,0,1,1,""
GO:0003027,BP,regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling,1,0,1,1,""
GO:0003029,BP,detection of hypoxic conditions in blood by carotid body chemoreceptor signaling,1,0,1,1,""
GO:0003050,BP,regulation of systemic arterial blood pressure by atrial natriuretic peptide,2,0,1,1,""
GO:0003051,BP,angiotensin-mediated drinking behavior,1,0,1,1,""
GO:0003071,BP,renal system process involved in regulation of systemic arterial blood pressure,9,0,1,1,""
GO:0003081,BP,regulation of systemic arterial blood pressure by renin-angiotensin,25,0,1,1,""
GO:0003093,BP,regulation of glomerular filtration,7,0,1,1,""
GO:0003105,BP,negative regulation of glomerular filtration,4,0,1,1,""
GO:0003108,BP,negative regulation of the force of heart contraction by chemical signal,1,0,1,1,""
GO:0003127,BP,detection of nodal flow,2,0,1,1,""
GO:0003133,BP,endodermal-mesodermal cell signaling,2,0,1,1,""
GO:0003142,BP,cardiogenic plate morphogenesis,1,0,1,1,""
GO:0003143,BP,embryonic heart tube morphogenesis,45,0,1,1,""
GO:0003158,BP,endothelium development,120,0,1,1,""
GO:0003171,BP,atrioventricular valve development,26,0,1,1,""
GO:0003180,BP,aortic valve morphogenesis,39,0,1,1,""
GO:0003190,BP,atrioventricular valve formation,7,0,1,1,""
GO:0003195,BP,tricuspid valve formation,1,0,1,1,""
GO:0003208,BP,cardiac ventricle morphogenesis,58,0,1,1,""
GO:0003210,BP,cardiac atrium formation,2,0,1,1,""
GO:0003272,BP,endocardial cushion formation,25,0,1,1,""
GO:0003292,BP,cardiac septum cell differentiation,3,0,1,1,""
GO:0003407,BP,neural retina development,55,0,1,1,""
GO:0003417,BP,growth plate cartilage development,10,0,1,1,""
GO:0003420,BP,regulation of growth plate cartilage chondrocyte proliferation,1,0,1,1,""
GO:0003678,MF,DNA helicase activity,54,0,1,1,""
GO:0003684,MF,damaged DNA binding,70,0,1,1,""
GO:0003689,MF,DNA clamp loader activity,9,0,1,1,""
GO:0003696,MF,satellite DNA binding,4,0,1,1,""
GO:0003697,MF,single-stranded DNA binding,115,0,1,1,""
GO:0003777,MF,microtubule motor activity,66,0,1,1,""
GO:0003839,MF,gamma-glutamylcyclotransferase activity,1,0,1,1,""
