cpg,H,p_value,eta_squared,max_delta,NV,NIM,IM
chr3-17983810,350.842894266302,6.53782817765924e-77,0.43013920378089,0.234144777442273,0.687719421339823,0.594813304129863,0.45357464389755
chr2-6960889,350.696462561654,7.03445965641048e-77,0.429958646808451,0.170213924051321,0.217157543918917,0.280612801004913,0.387371467970239
chr19-3097713,350.430757201546,8.03392788578745e-77,0.429631019977245,0.173198578947964,0.36296866009563,0.448145806634495,0.536167239043594
chr19-47782064,350.235000411537,8.86004598490205e-77,0.429389642924213,0.212363282032698,0.284789219794323,0.406194051453921,0.497152501827021
chr3-154122928,350.14005846915,9.29078385954535e-77,0.429272575177744,0.184811140156074,0.238627454947899,0.315081771004658,0.423438595103974
chr14-75298745,349.975302451663,1.00885481569402e-76,0.429069423491569,0.213193793686828,0.417401861917223,0.500779587369492,0.63059565560405
chr1-53585367,349.812479834518,1.09442285393975e-76,0.428868655776224,0.162468902266762,0.624393499336256,0.541245375753361,0.461924597069494
chr9-95045410,349.799466794151,1.10156695474245e-76,0.428852610103762,0.194627274776714,0.472943543137009,0.556571782863939,0.667570817913723
chr3-134777515,349.784417941134,1.10988687640342e-76,0.428834054181422,0.151287109951144,0.85603069903187,0.790650031526947,0.704743589080726
chr5-177366939,349.652424029573,1.18560720515173e-76,0.428671299666551,0.148776324930655,0.384525343346969,0.481629058184906,0.533301668277624
chr15-40092930,349.621918650394,1.20382952020936e-76,0.428633685142286,0.158523976935726,0.294042065457613,0.369672920075157,0.452566042393339
chr4-182752543,349.588430651194,1.22415614077911e-76,0.42859239291146,0.125400131062839,0.887594039921575,0.837187292037965,0.762193908858736
chr7-117808562,349.503592969583,1.27720051202651e-76,0.42848778417951,0.171326257114561,0.407280682837289,0.488314557317043,0.57860693995185
chr13-106104340,349.377928329428,1.36002475642133e-76,0.428332833945041,0.128519609196008,0.836097236268931,0.774317124076135,0.707577627072923
chr1-47434583,349.342607973199,1.38425637341599e-76,0.428289282334401,0.226367975490573,0.0761519596056873,0.15899379744084,0.302519935096261
chr17-35448932,349.329574276112,1.3933068207132e-76,0.428273211191261,0.152593997680216,0.342416020607791,0.42363105460722,0.495010018288007
chr17-77377374,349.21701145626,1.47397279853956e-76,0.428134416098964,0.19959782795043,0.450924647124068,0.55368380022135,0.650522475074498
chr8-118201497,349.165174870402,1.51267503878081e-76,0.428070499223677,0.146904203006041,0.923546286008625,0.891595592582773,0.776642083002584
chr2-64858108,349.037785022672,1.61215945423437e-76,0.427913421729559,0.239231398797209,0.331668143029477,0.434305302322664,0.570899541826685
chr14-73764948,348.987693869774,1.65304680341011e-76,0.427851657052742,0.142694152158965,0.167321067588848,0.232175270547344,0.310015219747814
chr13-100547789,348.983681627723,1.65636634394453e-76,0.427846709775245,0.149236337024705,0.386199180851319,0.44383633031853,0.535435517876023
chr2-176092326,348.79128824175,1.82361892417004e-76,0.427609479952837,0.169048492958415,0.132137361378753,0.195330204568387,0.301185854337169
chr17-17810049,348.751442275658,1.86031518881037e-76,0.427560348058764,0.191842809005824,0.401157322505137,0.487092127144836,0.593000131510961
chr1-103108540,348.639529331942,1.96737939647154e-76,0.427422354293394,0.196332449815925,0.134672194222508,0.205766345396684,0.331004644038433
chr11-118168738,348.437974651461,2.17598131438418e-76,0.427173828176893,0.16792588140629,0.836496350427582,0.769837290202938,0.668570469021292
chr2-146215749,348.40557013984,2.21152428085828e-76,0.427133871935684,0.151699405583203,0.869271279453486,0.789693171975245,0.717571873870283
chr8-124729017,348.365707876626,2.25604465931215e-76,0.427084719946518,0.124138824350394,0.39048224741282,0.45877156907131,0.514621071763215
chr4-7485044,348.197571956188,2.45390611952172e-76,0.426877400685806,0.143941150483918,0.575336660469263,0.502318954794851,0.431395509985345
chr5-17691729,348.171322550928,2.48632518756762e-76,0.426845033971552,0.167199164215968,0.869327838064578,0.79645904974233,0.70212867384861
chr2-229943642,348.151297716431,2.51134435492186e-76,0.42682034243703,0.103728676271521,0.665876343025452,0.620388092154768,0.562147666753931
chr10-92696137,347.755133217035,3.06148612253987e-76,0.426331853535185,0.164706357651492,0.460854328106177,0.523796977041419,0.625560685757669
chr17-4838227,347.591695929004,3.32217305364694e-76,0.426130327902595,0.184111428387085,0.449655786761236,0.496491501733265,0.633767215148321
chr8-119672942,347.531101780909,3.42436542471582e-76,0.426055612553525,0.193698834479772,0.381355230091884,0.500386458616881,0.575054064571655
chr7-156196700,347.370811790378,3.71010868878345e-76,0.425857967682341,0.162370179102902,0.78902953533725,0.721763155709993,0.626659356234348
chr10-99522968,347.115112680125,4.21610083209928e-76,0.425542679013717,0.21010072235817,0.301479971439443,0.397806511920893,0.511580693797614
chr19-13007102,347.072805985558,4.30623544054486e-76,0.425490512929171,0.114893237670454,0.464527521626059,0.509410290366734,0.579420759296513
chr18-56197640,347.034885774704,4.38866104837678e-76,0.425443755579167,0.218048750356278,0.698186152090042,0.584478211006286,0.480137401733764
chr18-55332292,347.023890057442,4.41285573494144e-76,0.425430197358128,0.136080784916719,0.890209226978323,0.846409424171313,0.754128442061604
chr1-233282274,346.937462724035,4.60773173989339e-76,0.42532362851299,0.123114338644628,0.643365220159265,0.57771055210371,0.520250881514638
chr3-23947450,346.903896510633,4.68571637505718e-76,0.425282239840484,0.180520970178364,0.32110874685546,0.397586382447771,0.501629717033824
chr18-9787711,346.886259654132,4.72721975705372e-76,0.425260492791778,0.110580928271992,0.911290409975211,0.887716570246809,0.800709481703219
chr8-127795594,346.868993175543,4.76820765098215e-76,0.425239202435935,0.219112757388101,0.780848180314982,0.669129984881866,0.561735422926881
chr4-37890212,346.635018386782,5.35996729913601e-76,0.424950700846833,0.175708864298882,0.309251868377708,0.39443863883013,0.484960732676589
chr12-110150077,346.541501775248,5.61654204428656e-76,0.424835390598333,0.0830451255568425,0.898431057715466,0.87474362124735,0.815385932158623
chr1-224175746,346.48974402429,5.76378891042239e-76,0.424771570930074,0.198638828496081,0.187834930083343,0.289168000685858,0.386473758579424
chr1-15737153,346.469705332904,5.82182857822944e-76,0.424746862309376,0.155324075162816,0.57436964246601,0.655375506348763,0.729693717628826
chr17-35448941,346.469273274274,5.82308639972733e-76,0.424746329561373,0.162894077717067,0.241565864757278,0.337239394741333,0.404459942474345
chr1-2962247,346.438827482713,5.91240878485748e-76,0.42470878851136,0.118362582892611,0.946151272643918,0.921532271700807,0.827788689751307
chr8-35861042,346.213865606646,6.61628652202892e-76,0.424431400254804,0.138811448959717,0.860552106609759,0.781036019674321,0.721740657650042
chr4-7650069,346.09015844167,7.03844909371719e-76,0.424278863676535,0.227123096211308,0.6869155174537,0.58942168105588,0.459792421242392
chr5-153601572,346.071701457529,7.10370400446045e-76,0.424256105373032,0.131181495883271,0.904374660290504,0.872788223746109,0.773193164407233
chr11-47400858,346.045530585297,7.1972699096434e-76,0.424223835493584,0.132544332543969,0.158767061166702,0.219334817173755,0.291311393710671
chr21-44686188,346.009657286457,7.32752953513225e-76,0.424179602079478,0.194464580097782,0.540664849154488,0.473436706585537,0.346200269056707
chr7-156178259,345.989398181138,7.40213133495905e-76,0.424154621678345,0.21706339442675,0.677782793262377,0.570097759658625,0.460719398835627
chr5-539764,345.980132580652,7.43650348899223e-76,0.424143196770224,0.157750564714557,0.302559095062535,0.356874224244326,0.460309659777092
chr9-117936286,345.955440111889,7.52888541502415e-76,0.424112749829703,0.22866854294304,0.727682962085893,0.5915314439233,0.499014419142853
chr14-64716829,345.951691302394,7.54301082782395e-76,0.424108127376565,0.141570400743494,0.321997998409963,0.389742950060861,0.463568399153457
chr7-31085325,345.929287793584,7.62798080047981e-76,0.424080502828094,0.112036480429155,0.953759391688243,0.940429393203866,0.841722911259088
chr17-82525873,345.83771468965,7.98535886239168e-76,0.423967589013132,0.12361883432306,0.466746242337223,0.523420961513137,0.590365076660283
chr19-1155030,345.761562652848,8.29527222547158e-76,0.423873690077495,0.179829823826278,0.223162341326694,0.30801231614135,0.402992165152972
chr13-51625817,345.742726444385,8.37376701978491e-76,0.423850464173102,0.186790150489028,0.417914797735104,0.503805190290091,0.604704948224132
chr20-23106970,345.68936048062,8.60021176881794e-76,0.42378466150508,0.150939201880436,0.843968773916771,0.774387595126051,0.693029572036336
chr1-228148690,345.637928540449,8.82424279898224e-76,0.423721243576386,0.122094394156915,0.399842770067122,0.488369348472892,0.521937164224037
chr14-37611240,345.613135552158,8.93431330781524e-76,0.423690672690701,0.112855419129365,0.357764223964643,0.418527476031445,0.470619643094008
chr4-13525144,345.491299314595,9.49549437940269e-76,0.423540443051289,0.211468971607564,0.278952243547795,0.375128151372903,0.490421215155359
chr2-130317924,345.468824729541,9.60279980951012e-76,0.423512730862566,0.10912016810919,0.928965862575967,0.902335907951052,0.819845694466777
chr15-73983280,345.421045756352,9.8349679136655e-76,0.423453817208818,0.160094218888569,0.181346678173347,0.263299717987563,0.341440897061916
chr6-13014988,345.313162038424,1.03800536709442e-75,0.423320791662668,0.18979585551153,0.384811390771503,0.458812913160634,0.574607246283033
chr2-4054863,345.243358795744,1.07487306622935e-75,0.423234721079832,0.189708504040994,0.834773719109229,0.745790306099095,0.645065215068236
chr1-221713296,345.097823235892,1.15600530184109e-75,0.423055269094811,0.211933067205801,0.76197806267833,0.671171710147429,0.550044995472529
chr11-63699514,345.093821245944,1.15832077849594e-75,0.423050334458624,0.167874233813323,0.327061364399003,0.412679217319044,0.494935598212325
chr5-38607299,344.782530360284,1.35339573624949e-75,0.422666498594678,0.144409078161707,0.90585911444721,0.876200911265753,0.761450036285503
chr7-141475274,344.778988324302,1.35579474816679e-75,0.422662131102715,0.123732376671958,0.928316737806028,0.906499520913949,0.804584361134069
chr10-52755540,344.744092833498,1.37965788333114e-75,0.422619103370527,0.205825776005465,0.705563470888525,0.596669481597334,0.49973769488306
chr4-7461279,344.734780471983,1.38609679856287e-75,0.422607620803925,0.189050646974091,0.742806063465492,0.663165396019217,0.5537554164914
chr2-146539288,344.706346949341,1.40594334847289e-75,0.422572560973293,0.149302786588837,0.879274301184446,0.806817239423982,0.729971514595609
chr7-55476004,344.533134780656,1.53313488592025e-75,0.422358982466901,0.142658258192129,0.911537074494132,0.867207926841782,0.768878816302003
chr14-60652499,344.515833300753,1.54645516921344e-75,0.42233764895284,0.193466923975921,0.137318174977021,0.250128174830487,0.330785098952943
chr8-66542471,344.409813342099,1.6306444479205e-75,0.422206921506903,0.167678020678987,0.241137554714824,0.32820103533099,0.408815575393811
chr19-48716884,344.237985477335,1.77693369552648e-75,0.421995049910401,0.292626658678594,0.212702023228981,0.362819545406188,0.505328681907575
chr6-157048169,344.205433326061,1.80609184922516e-75,0.421954911622764,0.153460125936532,0.257053704442923,0.33050926107369,0.410513830379455
chr19-2602615,344.161428916962,1.8462702372434e-75,0.421900652178744,0.226216082851955,0.319638552674316,0.429801753030927,0.545854635526271
chr2-65403124,344.127028316805,1.87830132178624e-75,0.421858234669303,0.162517703283159,0.330868515143467,0.400013250486703,0.493386218426626
chr6-125042946,344.10384594743,1.90019972836221e-75,0.421829649750222,0.109359493209798,0.924191406679318,0.885298072390628,0.814831913469521
chr18-67418370,343.991157721478,2.01033849590396e-75,0.421690700026483,0.177386961934545,0.511698440210433,0.391735873953911,0.334311478275889
chr11-133437595,343.95828703791,2.04365210658632e-75,0.421650168973996,0.150507102131011,0.873541557810403,0.828408127906262,0.723034455679392
chr2-132637621,343.946359577503,2.05587631107865e-75,0.42163546187115,0.082332579577696,0.918443764660912,0.886778646023772,0.836111185083216
chr3-123632519,343.94236905235,2.05998241916405e-75,0.421630541371578,0.140369446485488,0.325550289817374,0.374912928083705,0.465919736302862
chr19-1356304,343.939049205457,2.06340467183319e-75,0.421626447848899,0.162259177024912,0.331687713855856,0.426461751058568,0.493946890880768
chr19-13002667,343.867614422097,2.13843609149756e-75,0.421538365501969,0.19352619609839,0.384274718772272,0.43168665379726,0.577800914870662
chr2-11203600,343.852774040305,2.15436271172155e-75,0.421520066634161,0.136241107366503,0.855365108578304,0.810140382404263,0.719124001211801
chr1-24965054,343.829227490101,2.17987651238742e-75,0.421491032663504,0.196187089666606,0.814971737192896,0.720972516727662,0.61878464752629
chr3-115097540,343.708846320367,2.3151137314088e-75,0.421342597189109,0.0844446903977096,0.276359013824747,0.310827332399883,0.360803704222456
chr17-81419782,343.696665379473,2.32925688869433e-75,0.421327577533258,0.160003670001645,0.211861843489621,0.298288173563258,0.371865513491266
chr11-405957,343.6755701993,2.35395495914851e-75,0.421301566213687,0.184769536254356,0.447447203537117,0.551856415203825,0.632216739791473
chr3-33646077,343.668889337885,2.36183133049113e-75,0.421293328406763,0.179985521202461,0.42461746518851,0.541523834653928,0.604602986390971
chr12-117889429,343.642231574381,2.39352263666353e-75,0.421260458168164,0.158712006792056,0.743743931574837,0.670898769330933,0.585031924782782
chr8-22132017,343.615663076955,2.42553091894963e-75,0.421227697998712,0.102963632282024,0.285509344134,0.342949714865091,0.388472976416024
chr22-42644714,343.527795743251,2.53446888666322e-75,0.42111935356751,0.139948059850349,0.156163483284226,0.20827671984416,0.296111543134576
chr12-69925399,343.522525631626,2.54115616043457e-75,0.42111285527944,0.135534885882208,0.892395693899805,0.864360525569533,0.756860808017596
chr3-113261606,343.51805628716,2.54684116123705e-75,0.42110734437381,0.219273960121128,0.369171163854555,0.461692253833548,0.588445123975683
chr7-50318478,343.4545807563,2.62896858536155e-75,0.421029076148335,0.134804922126523,0.761049081210686,0.700942182832682,0.626244159084163
chr3-32109566,343.381017473363,2.72746672237657e-75,0.420938369264319,0.188748263766137,0.272707856995742,0.35650726402209,0.46145612076188
chr17-79540935,343.282500106811,2.86518213665065e-75,0.420816892856733,0.154166085125809,0.779673596995963,0.702937641287773,0.625507511870154
chr3-39267943,343.263476344274,2.89256543583137e-75,0.420793435689611,0.164785490606351,0.855400681597208,0.786438994279203,0.690615190990857
chr18-77087615,343.169029541667,3.03243887112963e-75,0.420676978473078,0.241164441712362,0.187438177837712,0.324021301703128,0.428602619550074
chr1-169708779,343.152705841327,3.05729046236775e-75,0.420656850605829,0.202254321130186,0.833664384073246,0.750880837698653,0.631410062943061
chr2-208124523,342.934301205769,3.41006506469383e-75,0.420387547725979,0.26439756602322,0.0939937743923445,0.18871275384488,0.358391340415565
chr11-46279858,342.864272517797,3.53158124587606e-75,0.420301199158812,0.153631454681134,0.335228555570653,0.423210598662178,0.488860010251787
chr2-222451491,342.816466481469,3.6170136753566e-75,0.42024225213498,0.134445757149976,0.735808273186124,0.661594548562647,0.601362516036148
chr6-70312036,342.804685296061,3.63838290665074e-75,0.420227725395883,0.150842368646893,0.54527441138651,0.456015731537026,0.394432042739617
chr10-74813396,342.588825408471,4.05304832287635e-75,0.419961560306376,0.130602476342292,0.402179785942097,0.484113303136981,0.53278226228439
chr7-150755840,342.569445144532,4.09251380003357e-75,0.419937663556759,0.222117164609446,0.699823316348537,0.608896090595412,0.477706151739091
chr1-90719883,342.506153189926,4.22409644848084e-75,0.419859621689181,0.169185851508932,0.166207083548144,0.241955370787722,0.335392935057076
chr4-28444945,342.443493887798,4.3585308111514e-75,0.419782359910972,0.148814242110977,0.851604582703255,0.759863012591672,0.702790340592278
chr17-8799050,342.422137197163,4.40532209032547e-75,0.41975602613707,0.135992792947304,0.371029337224334,0.434656540484478,0.507022130171638
chr1-61080541,342.421518685776,4.40668467194597e-75,0.419755263484311,0.206115863474438,0.380351340434265,0.484531226341204,0.586467203908703
chr8-21509215,342.41890781848,4.41244106286851e-75,0.419752044165821,0.166195209153843,0.461926909463726,0.337281504978284,0.295731700309883
chr17-20066435,342.416809856481,4.41707205819421e-75,0.419749457282961,0.177403038225365,0.34759035623324,0.423556334130296,0.524993394458605
chr1-227921467,342.291207611087,4.70336480726732e-75,0.419594583984078,0.112584549755576,0.691079359631264,0.634686448717567,0.578494809875688
chr9-134056086,342.28336742442,4.72183862217561e-75,0.419584916676227,0.171585935129967,0.224276533334112,0.301581706818482,0.395862468464078
chr16-4937909,342.245785194005,4.81140613690554e-75,0.419538576071523,0.214169155806661,0.501072927620911,0.627360265195688,0.715242083427572
chr3-129087526,342.203378302339,4.91451378204366e-75,0.419486286439382,0.180857187059758,0.335751891001504,0.404187544331415,0.516609078061261
chr16-1531304,342.163261352221,5.01408673646719e-75,0.419436820409643,0.168839742970691,0.359288500157273,0.462338940305127,0.528128243127964
chr4-124144536,342.101910857737,5.17027844903899e-75,0.41936117245097,0.154818413657827,0.340098318989304,0.409905043036369,0.494916732647131
chr4-116705637,342.093332866902,5.19250137255582e-75,0.41935059539692,0.138623698279905,0.926692580330372,0.888236392669859,0.788068882050468
chr19-50363895,342.068999156717,5.25606367689103e-75,0.419320590822093,0.114790019766696,0.898017246197655,0.859830581124746,0.783227226430959
chr4-1034178,342.030672248019,5.35775932094601e-75,0.419273331995091,0.19698270406035,0.508057958528345,0.598587269938727,0.705040662588695
chr2-240520584,342.025597508364,5.37137119967308e-75,0.419267074609573,0.153906221349867,0.148588542202848,0.216401697738713,0.302494763552715
chr10-18501442,341.982006298918,5.48972863366167e-75,0.419213324659579,0.101149692614965,0.921723734231065,0.878502047093128,0.820574041616099
chr8-124729023,341.977618827534,5.50178486656456e-75,0.419207914707194,0.134554237358944,0.37497385458501,0.447208426913258,0.509528091943953
chr2-460966,341.971977727239,5.51732483200677e-75,0.419200958973167,0.24419334986866,0.675152271499679,0.548841481695106,0.430958921631019
chr10-75547445,341.956972336345,5.55887531530599e-75,0.419182456641609,0.196513990067067,0.813830519531793,0.714467903702225,0.617316529464726
chr15-60795723,341.942621895908,5.59890490869449e-75,0.419164761893845,0.164077563190161,0.882795641142588,0.825265192985553,0.718718077952427
chr12-40561571,341.782656078257,6.06511761985985e-75,0.418967516742611,0.15191021434061,0.859839755863975,0.790430228733128,0.707929541523365
chr3-137351507,341.571342926479,6.74101502868865e-75,0.418706957985794,0.196311116905026,0.577322782803107,0.438819603633709,0.381011665898081
chr13-45242402,341.564590258259,6.7638134134907e-75,0.418698631637804,0.171947638905148,0.198817654151466,0.277148038016009,0.370765293056614
chr17-73143327,341.543206917348,6.83651785089336e-75,0.418672265002895,0.162504555654959,0.482669224172457,0.401881542002584,0.320164668517499
chr4-139849441,341.534132307995,6.86760769401648e-75,0.418661075595555,0.177065011995772,0.248690296632131,0.322591225370899,0.425755308627903
chr1-92481142,341.49067143612,7.01847709516929e-75,0.418607486357732,0.214425240752905,0.252794594882192,0.321616299510375,0.467219835635097
chr7-95275973,341.48524360339,7.03755052515765e-75,0.418600793592343,0.120123327488694,0.907494364167995,0.854404127686084,0.787371036679301
chr10-47373042,341.48346856042,7.04379927498918e-75,0.418598604883379,0.156775999132243,0.639709207317663,0.57077120565372,0.48293320818542
chr21-32021884,341.46045336529,7.12532466339335e-75,0.418570226097768,0.17304196555911,0.356409307284505,0.444052988410071,0.529451272843616
chr5-37802330,341.459184741762,7.1298457743924e-75,0.418568661827081,0.13718623384958,0.893058054941131,0.845312884898923,0.755871821091551
chr9-128888306,341.441205720739,7.19422854917351e-75,0.418546492873907,0.190847340126716,0.428617207918549,0.541697089303478,0.619464548045265
chr5-38726450,341.356632443266,7.50497214025214e-75,0.418442210164324,0.130076567786758,0.926230394889021,0.898367467593966,0.796153827102263
chr10-99527473,341.325850560976,7.62137419557212e-75,0.418404254699107,0.134824635741786,0.244287454625682,0.327678866051517,0.379112090367468
chr3-155184123,341.299932835758,7.72078124669178e-75,0.418372296961477,0.158774498674833,0.847343436422403,0.764290399897956,0.68856893774757
chr8-30802978,341.239766971677,7.95657386886146e-75,0.418298109706137,0.198226031379391,0.24817225176564,0.324027709623243,0.446398283145031
chr1-54397139,341.186011291448,8.17332929921722e-75,0.418231826499936,0.155029345857377,0.396456505064594,0.485163371436039,0.551485850921971
chr19-49338702,341.161035506508,8.27603692276166e-75,0.418201030217643,0.175556619898108,0.367112367731842,0.429905247431209,0.54266898762995
chr1-19003660,341.068641612169,8.6673333246429e-75,0.418087104330664,0.136243381134846,0.861935735760089,0.81561631278469,0.725692354625244
chr5-38256044,341.029905696532,8.83683805242517e-75,0.418039341179448,0.144350689161052,0.872138305758887,0.81969410796544,0.727787616597836
chr1-2214213,341.023886299785,8.86347433301896e-75,0.418031918988637,0.211879926765569,0.303384837097038,0.404365546042122,0.515264763862607
chr1-37557005,340.994192016592,8.9960533658748e-75,0.417995304582727,0.149844098768788,0.405441449184993,0.513218239506888,0.555285547953781
chr7-55538647,340.920593243459,9.33326922584263e-75,0.417904553937681,0.211742877513937,0.840450529166217,0.746624798919307,0.62870765165228
chr10-22334891,340.913597980577,9.3659707172785e-75,0.417895928459405,0.137094401592376,0.310814528465781,0.383107997496347,0.447908930058157
chr7-50308577,340.833923023266,9.74661907095595e-75,0.417797685602054,0.20744895488678,0.791668657875058,0.715279711406277,0.584219702988278
chr6-132865555,340.772466440304,1.00507650340772e-74,0.417721906831447,0.0934000363082692,0.908701954969913,0.878705654625963,0.815301918661643
chr15-90184130,340.723638161429,1.0299165719402e-74,0.417661699335918,0.14580625914532,0.27163552100764,0.352872142562504,0.41744178015296
chr4-7566699,340.71514523,1.03429937648071e-74,0.417651227163994,0.148415269807485,0.892079954059327,0.85762928653433,0.743664684251842
chr3-39220950,340.704532503371,1.03980233217672e-74,0.41763814118788,0.178437472668248,0.824584612873962,0.748154855537401,0.646147140205714
chr4-37890194,340.662396782388,1.06194113236532e-74,0.417586185921563,0.19752575222936,0.380238956296189,0.474068366432672,0.577764708525548
chr15-73926412,340.647856579163,1.06968968455623e-74,0.417568257187623,0.157611519621823,0.286919372647028,0.368494451950004,0.444530892268851
chr19-1155184,340.538936396702,1.12956057251019e-74,0.417433953633418,0.145258128667845,0.125586760599239,0.191013145186415,0.270844889267084
chr3-45780043,340.461766791967,1.17399620114145e-74,0.417338799990096,0.103686200854112,0.816950597667413,0.769439530774582,0.713264396813302
chr11-96163121,340.340984203293,1.24707995174209e-74,0.417189869547833,0.223164161370346,0.334834982699221,0.411340763624437,0.557999144069567
chr14-72238172,340.258126449262,1.29983022128665e-74,0.41708770215692,0.140978752075208,0.89348766816075,0.871999378151861,0.752508916085542
chr17-3944577,340.246611221811,1.30733572777891e-74,0.417073503356117,0.160025570491631,0.277185609109783,0.361624850879331,0.437211179601415
chr11-67367840,340.218252128689,1.32600520515847e-74,0.41703853530048,0.120238382676514,0.433203930907674,0.489284694345746,0.553442313584188
chr8-3459370,340.202000577183,1.33682392180744e-74,0.417018496396033,0.182527540844776,0.957619488950147,0.914609335834321,0.775091948105372
chr7-28958923,340.116404816812,1.39527910866064e-74,0.416912952918387,0.135604578602179,0.229876926612137,0.289684801085607,0.365481505214315
chr19-3097571,340.05554674328,1.43838867290979e-74,0.416837912137213,0.182154320765473,0.450824651388965,0.525673828177072,0.632978972154438
chr1-214188736,340.025928200678,1.45984867227341e-74,0.416801391122907,0.121162896148028,0.927511106012209,0.897413255236477,0.806348209864181
chr1-234531770,340.01868011728,1.46514882291844e-74,0.416792453905401,0.241440150404319,0.388774700208216,0.480820067659084,0.630214850612534
chr2-136008710,339.911672279275,1.54567505221027e-74,0.416660508359155,0.153040431150142,0.591985574756808,0.49526138534424,0.438945143606667
chr19-33798966,339.900242796373,1.55453347318515e-74,0.416646415285294,0.221308794734065,0.381705433555662,0.469623338274004,0.603014228289726
chr12-52778695,339.813913204329,1.62310386049249e-74,0.416539966959716,0.121904835588405,0.884384389682474,0.861702665322614,0.762479554094069
chr1-164720761,339.810525892307,1.62585516932993e-74,0.416535790249454,0.177808034511902,0.850899455212213,0.78289140021544,0.673091420700311
chr1-147851522,339.805792492917,1.62970763728302e-74,0.416529953752055,0.109146822026634,0.887594558524947,0.85427987564409,0.778447736498313
chr10-23980778,339.79238436921,1.64067000321803e-74,0.41651342092381,0.102894211188926,0.928295979940263,0.910077671183294,0.825401768751337
chr19-45444646,339.730880979787,1.69190716332197e-74,0.416437584438702,0.160236449203088,0.100179235485492,0.192589448605036,0.26041568468858
chr11-35067273,339.711648759076,1.70825520563131e-74,0.416413870233139,0.18625498326631,0.823915434997253,0.767802255971733,0.637660451730943
chr19-13002640,339.695930450335,1.72173354178314e-74,0.41639448884135,0.123006493820638,0.419825072094038,0.453392201920049,0.542831565914676
chr10-10232083,339.661180788596,1.75190976512079e-74,0.416351640923053,0.149330562415793,0.890639743245196,0.842594978000598,0.741309180829403
chr22-39364030,339.656495463362,1.75601870969238e-74,0.416345863703282,0.167340909014059,0.458144084208027,0.50496218228474,0.625484993222085
chr17-81419662,339.655674743659,1.75673945714164e-74,0.416344851718446,0.202847087212494,0.228879699160112,0.32884052670794,0.431726786372606
chr1-156113760,339.63103506596,1.77851607090664e-74,0.416314469871714,0.163092285423808,0.263729660470932,0.347931168299682,0.42682194589474
chr8-17847559,339.571181847387,1.83254545222064e-74,0.416240668122549,0.188886105454405,0.289508433140739,0.376381274330591,0.478394538595143
chr5-6456629,339.553088764571,1.84919886485452e-74,0.416218358525981,0.160813449318724,0.912319502967014,0.873189550204643,0.75150605364829
chr7-74455445,339.474542328254,1.92326779798272e-74,0.416121507186504,0.106879326675357,0.401804121530103,0.450479637955886,0.50868344820546
chr19-15315421,339.45253584178,1.94454683589939e-74,0.416094372184686,0.138783054697399,0.526959360010117,0.586007142883029,0.665742414707516
chr9-109116284,339.43639820176,1.96030050561041e-74,0.416074473738299,0.183077388139027,0.390836528347845,0.458181724811022,0.573913916486873
chr7-150515996,339.354271393552,2.04247270631876e-74,0.415973207636932,0.24680820234375,0.689768457277026,0.610102934740489,0.442960254933276
chr11-133436603,339.351149767989,2.04566311299064e-74,0.415969358530196,0.170444392782848,0.856371592813804,0.812397295822841,0.685927200030956
chr17-81992412,339.35024163565,2.04659219032043e-74,0.41596823876159,0.132470709887478,0.527754932510426,0.58103385264138,0.660225642397904
chr5-6520330,339.322390846359,2.07529115267155e-74,0.415933897467767,0.143549636223439,0.707688335768545,0.650952813131412,0.564138699545106
chr5-129760404,339.238658948825,2.1640195759844e-74,0.415830652218033,0.115903404150801,0.875600203835078,0.82184246201186,0.759696799684277
chr1-53470514,339.205996442131,2.19965088798791e-74,0.415790377857128,0.137405186054665,0.312358218688174,0.385947047746331,0.449763404742839
chr16-2503176,339.183771230125,2.22423106360395e-74,0.415762973156751,0.127288274755757,0.455607350840595,0.550156968916101,0.582895625596352
chr11-31818241,339.090148821969,2.33082543916176e-74,0.415647532456188,0.238206828591138,0.161156433454126,0.259724479268043,0.399363262045264
chr2-1163546,339.076006527841,2.34736545815703e-74,0.41563009436232,0.134754268598296,0.650431972348527,0.597273770230145,0.515677703750232
chr21-26412110,338.830157558656,2.65439857134264e-74,0.415326951367023,0.131414380613268,0.89745020365153,0.855443318318619,0.766035823038262
chr6-30883639,338.800108297223,2.69458103711127e-74,0.415289899256748,0.1357141989405,0.418623613377091,0.463465813522791,0.554337812317592
chr4-148215355,338.687153909647,2.85114288659267e-74,0.415150621343584,0.187933812550511,0.385911517948007,0.455320007502909,0.573845330498518
chr10-48983517,338.652577580894,2.90086245516931e-74,0.415107987152767,0.103704814637934,0.936304121611075,0.910644296242301,0.832599306973141
chr2-864734,338.651065779465,2.90305604813654e-74,0.415106123032632,0.141704133555586,0.931380462435079,0.899253536765905,0.789676328879494
chr3-154122557,338.455165137437,3.20180371786478e-74,0.414864568603498,0.205352825145906,0.161730379751887,0.256315014039104,0.367083204897793
chr3-108301879,338.369454696505,3.34200034467308e-74,0.414758883719488,0.178000243095809,0.637541308803137,0.521828612207714,0.459541065707328
chr4-7686336,338.316697942546,3.43132989419186e-74,0.414693832234952,0.122096377041511,0.923161227756552,0.903912759740835,0.801064850715041
chr1-210246603,338.266297926202,3.51889816203169e-74,0.414631686715416,0.172927737797659,0.75063179251005,0.657876696517628,0.577704054712391
