seqnames,start,end,width,strand,no.cpgs,min_smoothed_fdr,Stouffer,HMFDR,Fisher,maxdiff,meandiff,overlapping.genes,contrast,selected_cpgs
chr2,45405210,45405216,7,*,2,3.84465397305159e-52,1.89072821799615e-49,1.30851705471782e-24,7.87244131525256e-49,-0.15975525294845,-0.159695004542836,LINC01121,NIM_vs_NV,chr2-45178076
chr1,63795279,63796486,1208,*,6,4.77646220349755e-52,9.01973099163093e-58,1.81998523413012e-13,1.08358583163142e-55,-0.132654059132289,-0.103170545222034,,NIM_vs_NV,chr1-63329964
chr5,42953543,42953590,48,*,2,6.57363070665055e-51,2.9758508034429e-47,1.22083928314554e-24,1.11004396500931e-46,0.141377582417573,0.125796854621362,,NIM_vs_NV,chr5-42953440; chr5-42953487
chr18,66389420,66389447,28,*,2,7.93414613135204e-43,1.40863523556059e-41,3.78053494009522e-21,5.64210172378432e-41,-0.157916946899351,-0.147841432763159,CCDC102B,NIM_vs_NV,chr18-68722182
chr2,180427177,180427325,149,*,2,1.60826953715173e-42,6.4997121501823e-40,2.93144810397905e-23,1.26433263444438e-39,-0.16768787300423,-0.118980156479868,ZNF385B,NIM_vs_NV,chr2-179562597
chr1,224363449,224363575,127,*,2,3.71330008131569e-42,5.66208910219349e-41,9.03106169843396e-21,2.27600361659572e-40,0.150355871086339,0.125844470844426,DEGS1,NIM_vs_NV,chr1-224175746
chr6,151325642,151325685,44,*,2,2.43386785815835e-36,2.26090862867288e-35,1.76353292451286e-20,5.30675442669691e-35,-0.16357129043788,-0.132751895366179,MTHFD1L,NIM_vs_NV,chr6-151004505
chr8,35647941,35648588,648,*,2,5.97310415816918e-36,2.20663187840308e-38,3.69659345947023e-21,6.78711223793447e-38,-0.107001398810627,-0.104535673223274,UNC5D,NIM_vs_NV,chr8-35790422
chr7,150435779,150437232,1454,*,3,4.15126963084489e-35,1.58162656670879e-48,1.01972188652002e-19,1.01849872623895e-47,-0.11840317793291,-0.107108640289906,GIMAP5,NIM_vs_NV,chr7-150738690; chr7-150740143
chr3,119014825,119015466,642,*,2,4.57968574731393e-34,5.60085159045911e-36,3.76590716707779e-20,1.61335321844638e-35,0.124354866665606,0.116488077060002,ARHGAP31,NIM_vs_NV,chr3-119296618
chr6,30094980,30095802,823,*,22,0,0,8.51167206345697e-26,0,0.196995971559821,0.117839584118639,,IM_vs_NIM,chr6-30127480; chr6-30127487
chr2,166649910,166652445,2536,*,17,8.67625539916382e-276,3.15691822582949e-269,1.0366780929647e-22,3.52529984764782e-280,0.241336670928352,0.13669972665716,"GALNT3, AC009495.2, AC009495.4",IM_vs_NIM,chr2-165793399; chr2-165794419
chr6,29520698,29521781,1084,*,28,7.40836655642019e-238,7.99738963551368e-235,3.27045117922712e-17,1.68074881848651e-240,0.139296358614999,0.101544970248593,OR2I1P,IM_vs_NIM,chr6-29553360; chr6-29553367; chr6-29553494; chr6-29553578; chr6-29553642; chr6-29553710; chr6-29553721; chr6-29553824; chr6-29553846; chr6-29553853
chr7,29603056,29606349,3294,*,17,1.35209848647738e-234,2.19590474667724e-187,1.35704081361965e-26,8.73858520269511e-228,0.195545514880418,0.10409698493822,"AC007255.8, PRR15",IM_vs_NIM,chr7-29563594; chr7-29563710; chr7-29563788; chr7-29563790
chr19,13133343,13135808,2466,*,15,2.6196772773755e-206,3.81082080684589e-196,4.42299644457172e-23,1.44017569007073e-204,0.173587879570701,0.103006195282333,NFIX,IM_vs_NIM,chr19-13024847
chr8,49647579,49648519,941,*,12,1.03367287223989e-196,1.55200375034105e-194,4.66428446803065e-22,4.27149416104823e-190,0.1567612586243,0.106352591977645,EFCAB1,IM_vs_NIM,chr8-48735143; chr8-48735157
chr6,24356007,24358308,2302,*,12,5.82197986233018e-190,1.96359795897638e-195,6.49730328237981e-23,1.02598194907913e-203,0.176690398889244,0.114777783967213,"DCDC2, KAAG1",IM_vs_NIM,chr6-24358007; chr6-24358069
chr2,85640001,85642415,2415,*,14,3.17590532995298e-175,2.09779989389183e-197,3.81949997874229e-20,1.06649980987869e-196,0.190662227385006,0.116508339632305,CAPG,IM_vs_NIM,chr2-85413638
chr7,53102694,53104336,1643,*,9,4.11759273302146e-171,1.73206951710357e-185,2.88141414987408e-26,4.37130115312896e-185,-0.18617172837182,-0.116031162973253,POM121L12,IM_vs_NIM,chr7-53035616
chr15,62358531,62360465,1935,*,11,3.76074193294064e-165,1.5750444768726e-139,8.33800030836868e-23,5.58460305137686e-156,0.146636337251451,0.104312325391267,C2CD4A,IM_vs_NIM,chr15-62066903
chr19,13112283,13113893,1611,*,8,6.82002770098475e-160,8.05396614458396e-207,1.40728328856113e-27,4.71774089455786e-202,0.183553919568894,0.133169802474571,NFIX,IM_vs_NIM,chr19-13001547; chr19-13002667
chr8,95651099,95655439,4341,*,17,1.74642217020398e-157,2.75384122095956e-199,1.21254763342563e-24,4.27971113286254e-213,0.278190935103069,0.101178864260098,"RP11-22C11.2, ESRP1",IM_vs_NIM,chr8-94638870; chr8-94640010
chr1,234667087,234668366,1280,*,8,1.68297377431679e-154,3.85511632940833e-159,3.43131591978101e-24,2.69079464193615e-155,0.15180194419998,0.109266865613688,RP5-855F14.1,IM_vs_NIM,chr1-234531770; chr1-234531802
chr3,170746012,170746586,575,*,7,8.25641486732202e-149,2.13817899269229e-145,7.91938082703706e-23,3.2200365231418e-141,0.194245616625339,0.14171616604117,,IM_vs_NIM,chr3-171028475
chr11,35547074,35548139,1066,*,8,3.16480159943652e-131,1.89925163483722e-111,9.98792464993672e-23,1.36720677771698e-120,0.20577344495273,0.128725771013475,PAMR1,IM_vs_NIM,chr11-35525676
chr8,96084821,96085994,1174,*,7,1.93859187399917e-129,7.25670043337746e-103,1.95725344657179e-24,1.71859744594148e-120,0.156872794344824,0.110528854656678,"NDUFAF6, MIR3150A, RP11-320N21.2",IM_vs_NIM,chr8-95073156; chr8-95073460
chr7,127910927,127912372,1446,*,8,5.00220185993453e-113,1.67239812748827e-108,3.05534203980166e-22,2.42892565176225e-110,0.177323721947865,0.106010065867486,,IM_vs_NIM,chr7-128271812
chr2,916900,917577,678,*,6,9.03480044381909e-112,1.61988733565658e-116,3.27938484674101e-24,9.087932957115e-114,-0.162970652051907,-0.10835769452262,,IM_vs_NIM,chr2-921285
chr7,150210980,150213085,2106,*,9,3.86219796701235e-105,5.93728151372504e-173,1.82521585277342e-25,4.75955650457564e-172,-0.167142679807213,-0.118066358857565,GIMAP7,IM_vs_NIM,chr7-150515618; chr7-150515996
chr7,158282601,158284889,2289,*,7,1.73732302179662e-103,3.99855365431126e-132,5.97744051626012e-23,8.68670324727722e-129,-0.150872762008569,-0.110559802907031,PTPRN2,IM_vs_NIM,chr7-158490529
chr2,176968052,176969612,1561,*,7,5.75925826279398e-103,3.93960891628372e-94,1.23382876730633e-19,3.75320065621229e-98,0.133902626506484,0.10063522468519,HOXD11,IM_vs_NIM,chr2-176104883
chr7,156795156,156797242,2087,*,9,1.42079060023455e-96,5.62914569570793e-150,1.04087072632252e-20,2.71640650325774e-145,0.145142445577124,0.130224697250791,MNX1,IM_vs_NIM,chr7-157004234
chr1,63795279,63796486,1208,*,6,3.24292299411618e-90,7.51826002067423e-83,2.98958889226886e-21,1.49436648172278e-85,0.208842657475502,0.131868908924185,,IM_vs_NIM,chr1-63329964
chr3,27770059,27772705,2647,*,12,1.55007529726056e-88,2.96094369732614e-153,3.20278884752884e-18,2.34767806967408e-149,0.153444789815476,0.116019555984146,,IM_vs_NIM,chr3-27730175
chr1,40149381,40150278,898,*,6,1.50968929046776e-87,1.95542555903425e-71,1.82203769086911e-21,1.54017034328496e-79,0.149106291864758,0.10157275791945,HPCAL4,IM_vs_NIM,chr1-39683977
chr2,176936091,176937971,1881,*,8,5.27268842427858e-86,3.72321259995002e-101,1.15596711991948e-18,4.08400452022067e-99,0.173232618624039,0.107269983206945,,IM_vs_NIM,chr2-176071668; chr2-176071852; chr2-176073242
chr19,46031516,46033285,1770,*,6,1.5213405680097e-82,4.96398805525253e-94,1.5981003853306e-19,2.99265811983716e-92,0.14815972663867,0.107535812270934,OPA3,IM_vs_NIM,chr19-45529172
chr8,54789207,54791763,2557,*,7,1.00846224012625e-80,9.65877267469202e-80,1.56404661546817e-22,2.55961259263707e-89,0.18688694910987,0.127817566734188,"RGS20, RP11-1070A24.2",IM_vs_NIM,chr8-53876764
chr8,20809678,20810608,931,*,4,1.45411133695814e-80,1.21040866435529e-83,3.01825337607445e-25,4.45115731691346e-82,-0.170551227720212,-0.120562857384478,RP11-369E15.3,IM_vs_NIM,chr8-20953096
chr3,27754137,27756851,2715,*,12,6.46640071691043e-78,2.78307123468061e-115,1.02266112186747e-18,1.70781668588849e-117,0.194471296485954,0.11782856512968,RP11-222K16.2,IM_vs_NIM,chr3-27713514
chr8,5909880,5910061,182,*,3,2.24610165842462e-74,1.66304358930664e-71,7.48640507909518e-27,2.43856004151279e-70,-0.180384105077013,-0.130482722101609,RP11-124B13.1,IM_vs_NIM,chr8-6052422
chr7,50348174,50348870,697,*,4,2.43753595663947e-69,7.45362533903809e-69,2.20526018733278e-20,4.63667394253292e-67,-0.136866950020855,-0.114059196460981,IKZF1,IM_vs_NIM,chr7-50308577
chr2,65085243,65085764,522,*,3,2.39171280475697e-65,2.1733712437406e-62,3.01144637791272e-23,3.90397681278692e-61,0.136594239504022,0.128792087295836,AC007880.1,IM_vs_NIM,chr2-64858108
chr16,73023727,73024202,476,*,3,1.53527124447685e-64,1.52935301809654e-62,3.10867376780425e-24,2.27275768029742e-61,0.163180350453279,0.151039102505076,ZFHX3,IM_vs_NIM,chr16-72990097
chr12,112074044,112074158,115,*,3,2.16404843816095e-64,1.24716819285449e-62,3.70700350594441e-24,1.91443102102482e-61,0.151580865739327,0.136720687034372,,IM_vs_NIM,chr12-111636239; chr12-111636281; chr12-111636353
chr7,157655436,157656367,932,*,4,1.04518939558893e-62,1.60126566583134e-65,2.92792697237035e-22,3.60402511982759e-64,-0.17560727173218,-0.123585874577369,"PTPRN2, AC011899.9",IM_vs_NIM,chr7-157862743
chr7,157967926,157968683,758,*,3,3.86049375807063e-62,4.14612146515547e-66,1.05184862763837e-27,1.26374662446265e-65,-0.152596107102661,-0.130241031601946,PTPRN2,IM_vs_NIM,chr7-158175233
chr11,3144774,3145609,836,*,3,2.39678570276197e-61,1.82129952776976e-65,6.23336082478644e-26,1.85292702564641e-64,0.159450478137579,0.128881864352063,OSBPL5,IM_vs_NIM,chr11-3123543
chr7,158092647,158093250,604,*,3,6.87416015830185e-57,1.90464667135403e-57,2.45690289413432e-24,1.18369926246526e-56,-0.166027881725012,-0.143633162005414,PTPRN2,IM_vs_NIM,chr7-158300557
chr4,159315123,159315440,318,*,2,2.25335662946968e-54,7.89966845142222e-46,1.09488471618058e-26,1.26265770890198e-45,-0.162974472976515,-0.119240099972571,RXFP1,IM_vs_NIM,chr4-158394287
chr2,2119533,2119853,321,*,2,1.07504125016746e-51,1.23539050381258e-49,7.80105678643371e-26,5.24294470996927e-49,-0.146192087811792,-0.128278688689056,MYT1L,IM_vs_NIM,chr2-2115760
chr8,67085823,67085866,44,*,2,3.05803268057671e-50,3.83401584615913e-48,6.92446308946109e-26,1.36526018171231e-47,-0.152078795375937,-0.131853947301289,TRIM55,IM_vs_NIM,chr8-66173587
chr7,158068657,158070332,1676,*,3,3.81010389850398e-50,7.36081418595919e-68,2.64999049593346e-25,6.93267374865936e-67,-0.148679692013659,-0.119206972740171,PTPRN2,IM_vs_NIM,chr7-158277639
chr7,51673444,51674282,839,*,3,3.57066364427401e-49,1.25603706136267e-51,2.29352410690869e-25,6.58046589130642e-52,-0.149570159754342,-0.113440872331062,,IM_vs_NIM,chr7-51605747
chr17,63070811,63071046,236,*,2,4.76814677098232e-48,2.97632673687559e-45,1.70085681296613e-26,4.67385024361947e-45,0.119243360151467,0.114380528711838,,IM_vs_NIM,chr17-65074927
chr4,1027885,1028067,183,*,3,5.22019638631567e-48,2.20489836560193e-45,2.70702239870448e-18,2.83368206103423e-44,0.127818273801481,0.10396824504938,,IM_vs_NIM,chr4-1034096; chr4-1034178
chr14,89651548,89652402,855,*,2,4.31874484132631e-47,4.15062745722462e-58,6.46267527752861e-29,1.8355184009552e-57,0.14716659420255,0.129242071432704,FOXN3,IM_vs_NIM,chr14-89185203
chr1,169677313,169677921,609,*,4,8.20406024706357e-47,2.07730442401951e-48,2.35247433766061e-15,4.45742222485294e-47,-0.119470774755593,-0.103285424838216,"C1orf112, SELL",IM_vs_NIM,chr1-169708779
chr4,154143948,154144462,515,*,3,7.02142730130632e-46,3.653986994716e-46,1.50062612006216e-16,6.94569749394513e-45,0.143198055247257,0.120020864081203,TRIM2,IM_vs_NIM,chr4-153223133; chr4-153223309
chr8,3047536,3047756,221,*,2,1.12151237629743e-45,7.06831537472837e-41,2.73327300113523e-21,3.13560603720446e-40,-0.143475052009854,-0.113805398871891,CSMD1,IM_vs_NIM,chr8-3190013
chr19,29898548,29899072,525,*,2,6.54062260076996e-45,1.17635778693989e-43,2.5794763811747e-22,5.45529431288478e-43,-0.139621014546963,-0.123871635602433,CTC-525D6.1,IM_vs_NIM,chr19-29407640
chr19,52327441,52328110,670,*,2,1.36801090145683e-42,4.79202764245012e-46,1.40160057457517e-24,1.88777995795755e-45,-0.150952070255196,-0.13139074391049,FPR3,IM_vs_NIM,chr19-51824856
chr2,1983439,1983518,80,*,3,3.83509324857891e-42,1.85551647533946e-38,2.11057831183061e-18,6.24535161419986e-38,-0.132427262242969,-0.100256200228261,MYT1L,IM_vs_NIM,chr2-1979711
chr10,48481599,48482113,515,*,2,4.26981318904912e-41,8.35546047014675e-40,7.23783237076791e-24,1.4389974485041e-39,-0.149901578339157,-0.118605982661354,,IM_vs_NIM,chr10-47257761
chr6,151325642,151325685,44,*,2,5.04698152085958e-40,8.68202453496033e-39,2.15624671848928e-22,2.32186441858467e-38,0.152359720684462,0.140401114258329,MTHFD1L,IM_vs_NIM,chr6-151004505
chr10,129979348,129979375,28,*,2,6.10046420137155e-39,9.14066176126589e-36,1.05794382574885e-20,2.58750500766518e-35,-0.129972235611902,-0.121991967862291,,IM_vs_NIM,chr10-128181110
chr19,55449439,55449446,8,*,2,8.84272412659085e-38,1.50449098677852e-34,1.92317783219545e-19,5.14162076768617e-34,-0.1418271082941,-0.137390767515048,NLRP7,IM_vs_NIM,chr19-54938077
chr11,18978169,18978218,50,*,2,2.24724432012516e-37,1.42834282804533e-36,6.722653555456e-20,5.57964199005847e-36,-0.147310423528327,-0.11274488902625,RP11-583F24.4,IM_vs_NIM,chr11-18956621
chr2,176940301,176940341,41,*,2,1.02756346922247e-31,2.26578273212086e-31,8.06351494285818e-17,9.11621840886745e-31,0.121615624307216,0.118554150876576,,IM_vs_NIM,chr2-176075572
chr7,155989369,155989395,27,*,2,4.47844178637121e-28,9.74103769045957e-28,2.43215285607282e-16,2.81493533715718e-27,-0.129700506098984,-0.112402152787314,,IM_vs_NIM,chr7-156196674
chr3,112980454,112981348,895,*,2,8.59290999218236e-28,3.67698855879061e-37,1.96397379346295e-19,1.5863654037486e-36,0.126752870142135,0.122627633336542,BOC,IM_vs_NIM,chr3-113261606
chr15,96472677,96472718,42,*,2,1.38623999612245e-26,2.33863128225748e-25,1.1748667828163e-18,8.06288557223605e-26,-0.131560214834693,-0.103168307036003,,IM_vs_NIM,chr15-95929488
chr8,81639711,81639869,159,*,2,2.77549877389469e-25,2.76694119399782e-25,4.09797816236728e-14,9.65671585435791e-25,0.117154814993066,0.10873038920221,ZNF704,IM_vs_NIM,chr8-80727633
chr1,169281590,169281716,127,*,2,4.24492814517e-25,3.53181755861673e-25,1.75088300792012e-13,1.31954828907381e-24,-0.104006658917256,-0.102903514043423,"NME7, RP4-800F24.1",IM_vs_NIM,chr1-169312477
chr1,224363449,224363575,127,*,2,1.05462463923782e-18,4.41306857421336e-19,6.74500840703408e-11,1.39068716588403e-18,0.121343183859593,0.10932447087658,DEGS1,IM_vs_NIM,chr1-224175746
